tweet_text,label
 لا والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم ,-1.0
ونعم بالله من أختار قرب الله فما خاب ابدآآآآ الله على دى راحه وده شعور الحمد لل,1.0
لهم صارو يبيعو و يشترو في البلد متل ما بدهم,-1.0
السعي وراء الرزق عبادة و جهاد,1.0
كلو حكي فاضي,-1.0
غبيييي من جده,-1.0
شَارِكُونآ الخَيرْ ,1.0
كلامك في غاية الجديه صحيح,-1.0
 يعني ما أختار الا الاغنيــه اللي أغلب أحرفها الحرف اللي يقرط فيه ,-1.0
ربنا اجعلنا من الصالحين و اهدنا الي الريق المستقيم,1.0
بسسسسس  مقززز,-1.0
يااااااااااا الله ما احلاه من خبر والله فرحتوني,1.0
مارح يتغير شي بعد 50 سنه رح نلاقي بالجرايد خالد النووي يطالب ابراهيم النووي بتأجيل مشروع المفاعل النووي لان في مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف للباص السريع ... عادي,-1.0
 كارثة بشرية ,-1.0
يا رب قويني علي نفسي,1.0
 بالله عليك فين الاناقه في الناس اللي بتغني دي ,-1.0
 كس امكم يالعرب يابهايم يابقايا حضارات الامم,-1.0
مقال رائع والله يهدي بناتنا ياااارب ويرجعهم للصواب ,1.0
 ده سوسن خالص ينهار اسود ,-1.0
 عدولة السامج هذا خرب اوم المقطع قسسم زبالة هالآدمي ودمه زززفت انا ضحكت ,-1.0
اللهم ثبتنا وثبته على دينك الحنيف وسنة نبيك,1.0
اللهم اني اسألك خشية في السر و العلن,1.0
عادي محنا اتعودنا على الرفع من يوم يومنا و احنا ما بنعرف غير الرفع همه برفعو و نحنا بندفع و على حسابنا,-1.0
من دون التفاؤل ما في حياة,1.0
الدين أخلاق,1.0
 اهل العقول براحة ام نسيانك يابو نسيان صعب والله صعب,-1.0
لا تحزن على دنا فانية بل احزن على آخرة باقية,1.0
اللهم انر قلوب المسلمين و ايقظهم من غفلتهم ,1.0
من يتوكل على الله فهو حسبه,1.0
 مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون,-1.0
اللهم زينا بالخلق الحسن و ارزقنا الامانة و نظافة القلب و اللسان امين,1.0
"اللهم أنس قلوبنا بذكرك , و أملأ أرواحنا بحبك , و أقرّ أعيوننا بقربك , و أسعدنا في الآخرة بجوارك و متع أبصارنا في الجنة بالنظر إلى وجهك الكريم",1.0
الحمد لله على نعمه التي لا تحصى الحمد لله الذي تكفل برزقي الحمد لله لانه رب يستحق الحمد على السراء و الضراء,1.0
والله رفعتوا راسنا يا شباب الله يقويكم,1.0
صباح الخير و الاشراق و الامل ,1.0
ادعي من الله ان يقوني علي طاعته,1.0
قول يا الله ده عنك مش بعيد متشلش هم ولا تشعر بضيق اقول يالله اهديني ياقلبي عشان اتوب امحي الذنوب واهديلي الطريق,1.0
 ياحيوان ,-1.0
ما اضيق العيش لولا فسحة الامل،...الحمد لله,1.0
فقد عجزت الكلمات ,-1.0
يارب اجعلنى من المصلحين,1.0
قرف,-1.0
اللهم اهدنا الى صراطتك المستقيم,1.0
 انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا ,-1.0
أهلا وسهلا بك بيننا يا طارق,1.0
اوقف القرار للحفاظ على الوطن,-1.0
لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية,-1.0
الوان مش حلوة,-1.0
"وعجلت اليك ربي لترضي ,, احُبك ربي",1.0
ربنايقويك اتشجعي وخوذي قرار وخلي الصحبة الصلحة جنبيك,1.0
انا ضد المفاعل,-1.0
 متسمم فكره الولد وصارت حالته صعبه ياحنين انت,-1.0
 عرب اغبياء,-1.0
 طوقان بدور ع منصب يضل فيه عشر سنين لقدام لاسئلان في نووي و لا سلامة الاردن,-1.0
 حرااااام والله حزنت عليه شو هالموقف الشنع,-1.0
شو بالا يا دانيا و المشكلة مش عارفه تكتب هعهعه,-1.0
المومين الى بعضهم كالبناء الزى يشد بعضة البعض,1.0
هاض بعرفو بس مقرف,-1.0
اضحك تضحكلك الدني,1.0
 هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل,-1.0
صباح الاماني الجميلة المحققة باذن الله,1.0
يا رب استجب دعائنا وانصر اهلنا في سوريا,1.0
غبي الله يزيد غباك ,-1.0
 الشب السوري 1:20 مظلوم ,-1.0
حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شئ ضروري .. ,1.0
الحمد لله على نعمة الإسلام,1.0
دعوة اخاك بظهر الغيب لا ترد,1.0
 سوبر حمار والله هذا السوبر حما سبب في تخلفنا,-1.0
 ي وجه الفطيره .. قبل تعيب الناس .. أنظر الى حإلك ,-1.0
يارب أعيني علي دكرك وشكرك وحسن عبادتك ,1.0
 والله هبل في هبل,-1.0
 احسن علاج هذا,1.0
يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه,-1.0
"لا يوجد كفائات بالأردن قادرة على ادارة هكذا مشروع , أنو تقدم و أنو ازدهار! العالم كلو ببعد عن النووي الا طوقان , شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان , وهسا متأكد 100 فلسفجي راح يجي يحكيلي عن كفائات البلد, دخيلكو وينها اذا شوارع ما ابنعرف نبني راح يبنو مفاعل!!!!!!!!",-1.0
 اصلا سوبر ستار للعاهات,-1.0
 والله تحشيش من الاخر,-1.0
يلي مكتوب على الجبين بتشوفوا العين ( يعني اذا ناوين على النووي ما راح يفيد المليون توقيع مو الف توقيع مع الاحترام الشديد),-1.0
اللهم اهدنا ثم ثبتنا ,1.0
انت واحد حقير,-1.0
الله يقويك ,1.0
ان الله هو الرزاق دو القوة المتين,1.0
انا كل يوم أقول غدا سوف اصلي لكن لا اقدر و انا أدعوا الله دائما ان يهديني .أرجو من من يملك حل مراسلتي.,1.0
 يلعن أم الأزعاج ,-1.0
الأردن رح يولع يا نسور ,-1.0
يا حقير ,-1.0
 وجه حسن عزااب,-1.0
 حثاله على حثاله والحثاله انظف منهم,-1.0
يا هيك الشباب يا بلاش,1.0
و نرجو لك دوام الخير و المحبة من الله و من الناس,1.0
الله عليك بجد رنا يهدينا كلنا ويهدي شباب المسلمين جميعا يارب العالمين,1.0
لا يأس مع الحياه,1.0
 سخيف مره يمسخرون الواحد ومافي شي يضحك اصلا,-1.0
دعوة المؤمن لأخيه بظهر الغيب أسرع من البرق,1.0
يا رب يكرمنا بأولادنا و أنا دائما بشجع إبني أن يكون كالجبل الذي لا تهزه الرياح العاتية,1.0
الله الله على اخلاق الصحابه...اصحاب رسول الله,1.0
 والله انا نفسي بزعل اذا رجعت لانه مش احنا اللي بنستحقها,-1.0
مقاسك غير مناسب يا شريف مع نفسك,-1.0
شو هالمنشور الوسخ ,-1.0
اللهم قني عذاب النار و ادخلني جناتك,1.0
رائعين يا مصريين,1.0
لازم كل واحد فينا يفكر بشكل ايجابي و يبعد عنه السلبيات,1.0
"للأسف البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي ""كما اعلنت هيئة الطاقة"" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل",-1.0
امين يا رب انت شاب زي الفل ما شاء الله عليك,1.0
سبحان الله خالق السماوات و الأرض,1.0
صباحكم تفائل,1.0
اللهم باركي فيه واهدي كل مسلم لطريق النور,1.0
تسلم انت و افكارك,1.0
عني كل يعلقو الا انا,-1.0
خنقوووني,-1.0
اي و الله صحيح أهم شي الانسان كرامته,1.0
 البرنامج الي بعد سوبر ستار الي يقلده دم ثقيل,-1.0
 المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية,-1.0
اللهم ارزقنا من خيري الدنيا و الآخرة و ارزقنا حسن الخاتمة و ارزقنا الفردوس الأعلى مع من نحب و ارزقنا لذة النظر إلى وجهك الكريم,1.0
يا أخوان القصه مش قصة طاقه متجدده او نوويه الموضوع كالتالي سواء عملنا هاي او تلك كلوا رايح في جيبة فلان و علنتان زي ما باعوا البوناس و الفوسفات و من اسبوعين لما باعوا المطار لشركه فرنسيه هيك رح يصير بالمفاعل النووي او محطات الطاقة المتجدده يعني بين قوسين آخريتها تنباع فقبل ما انلم تواقع لازم نلم بعضنا و نروح نحاسب كل واحد لعب قمار فينا و نحاسب كل واحد باع شغله بتخصنا و بتخص بلدنا بدون ما يوخذ رأينا لأنو احنا بلشنا نعد لورى و بعتذر على الإطاله........,-1.0
